Nazwisko aktualne,Liczba
SAŁĘGA,243
SEGET,243
SETLA,243
SOPIŃSKI,243
STANKOWIAK,243
STĘPOWSKI,243
SZLAGOR,243
ŚLADEWSKI,243
TAFELSKI,243
TEKLIŃSKI,243
TURNIAK,243
WALAK,243
WALCZYNA,243
WARDYN,243
WĄGIEL,243
WĘGLORZ,243
WYSOWSKI,243
ZIENIUK,243
ANTOSZCZYK,242
BERNER,242
BIADACZ,242
BIELENDA,242
BRYSKA,242
BRZUSZEK,242
CHODÓR,242
DACEWICZ,242
DOROSZUK,242
DRAMIŃSKI,242
FIEBIG,242
FOJUT,242
GOCZOŁ,242
GRZĘDZICKI,242
GUJA,242
HORWAT,242
HUZARSKI,242
IDKOWIAK,242
IREK,242
KAMPKA,242
KAPUT,242
KARCZMARSKI,242
KŁOSZEWSKI,242
KRAJKA,242
KRÓLICZEK,242
KURLAPSKI,242
LEGUT,242
LEMPA,242
LIPIECKI,242
LODZIŃSKI,242
LUTOWSKI,242
ŁABĘDA,242
ŁĘSKI,242
MERMER,242
METERA,242
MINGE,242
NIDECKI,242
PĘKACZ,242
PODSTAWA,242
RATOWSKI,242
REMISZ,242
RYNG,242
RZEPLIŃSKI,242
SAŁAJ,242
SERWICKI,242
SKARBIŃSKI,242
SKRZYDŁO,242
STADLER,242
STRAMSKI,242
STUDNIARZ,242
SZOFER,242
TANDECKI,242
TYSHCHENKO,242
ULIKOWSKI,242
WEJER,242
WIDZIŃSKI,242
WYCZYŃSKI,242
ZĄBCZYK,242
ZGLINICKI,242
ŻYLAK,242
BEDRA,241
BIDA,241
BRUDNIAK,241
CEMBALA,241
CICHOSZEWSKI,241
GALEJ,241
GARDECKI,241
GMIŃSKI,241
GOŁACKI,241
GOŁYŹNIAK,241
GUZIOR,241
IGNACY,241
JACHYRA,241
JONAS,241
JÓŹWIAKOWSKI,241
KAPEL,241
KĘCIK,241
KIPKA,241
KOLAŃCZYK,241
KOLOS,241
KOPIK,241
KORPAK,241
KORYTKO,241
KUDLA,241
KURYS,241
KUSZNERUK,241
KUZNETSOV,241
MARTOWICZ,241
MINOR,241
MISIUREK,241
MYSIAKOWSKI,241
NACZYŃSKI,241
OKRASIŃSKI,241
ONOSZKO,241
OSIADŁY,241
PAPKA,241
PIENIEK,241
PODWIKA,241
PONIEWOZIK,241
PRZERADZKI,241
RADŁO,241
RADOCHOŃSKI,241
ROMIK,241
RYZNER,241
SKWERES,241
SŁABIK,241
TOCZYŁOWSKI,241
WARDĘCKI,241
WOJCIŃSKI,241
WYCHOWAŁEK,241
ZWARYCZ,241
BABIARCZYK,240
BASARA,240
BOCIĄGA,240
BONIEK,240
BURSA,240
CHAJĘCKI,240
CHLEBNY,240
CIURZYŃSKI,240
CZARTORYSKI,240
DECYK,240
DOROSHENKO,240
DYMECKI,240
GAJDOWSKI,240
GIGOŃ,240
GORZKA,240
HODUREK,240
JABCOŃ,240
JAGLARZ,240
KAMIEŃ,240
KARCH,240
KARWICKI,240
KASZAK,240
KLEINERT,240
KOCHALSKI,240
KOCHANIEC,240
KORFEL,240
KUCH,240
KUROWICKI,240
MAŁCZAK,240
MANSFELD,240
MELERSKI,240
MŁYNARCZUK,240
NIESPOREK,240
NOŻYŃSKI,240
OGŁOZA,240
PANDEL,240
PANDER,240
PIENIĄDZ,240
PLINTA,240
RZEWNICKI,240
SIODŁAK,240
SŁODZIŃSKI,240
STANKE,240
SYSAK,240
SZUSTAKIEWICZ,240
ŚWIĄTECKI,240
TAFLIŃSKI,240
TARASZKA,240
TURZAŃSKI,240
WARIAS,240
WRZODAK,240
WYROZUMSKI,240
ZAWOJSKI,240
ZMUDA TRZEBIATOWSKI,240
ŻAKOWICZ,240
ŻERDZIŃSKI,240
BADZIAK,239
BATKIEWICZ,239
BAWOLSKI,239
BRZEZINSKI,239
BUDYTA,239
CHODOREK,239
CIURKO,239
CYMBAŁA,239
CZERNIAKIEWICZ,239
DŁUBAŁA,239
FELCZYŃSKI,239
GORGOSZ,239
GRYGLAS,239
GURDZIEL,239
GZELLA,239
HALASZ,239
HALEMBA,239
HARBUZ,239
JACHYMEK,239
KAŁMUK,239
KŁAPACZ,239
KRZYWY,239
LESICZKA,239
LIŻEWSKI,239
LUBA,239
MACIEJ,239
MARUSIAK,239
MATWIEJ,239
OŚWIECIŃSKI,239
POLACZYK,239
PONDO,239
SASIELA,239
SĄCZEK,239
SEKUNDA,239
SIROCKI,239
SKONECKI,239
SKRZYSZOWSKI,239
STADNYK,239
STUDENCKI,239
SYCHTA,239
SZARLEJ,239
SZROMEK,239
SZYŁAK,239
ŚLĄCZKA,239
ŚPICA,239
TARACHA,239
TURBAK,239
WALAWENDER,239
ZAKHARCHUK,239
ZIEJEWSKI,239
ŻYCZYŃSKI,239
ASZTEMBORSKI,238
BARTOL,238
BAUMAN,238
BIZEWSKI,238
BOLIŃSKI,238
BORSZCZ,238
BORYSZEWSKI,238
BOŻEJEWICZ,238
CHABASIŃSKI,238
CYL,238
DĄBKIEWICZ,238
DESZCZYŃSKI,238
DOBRAKOWSKI,238
DREWS,238
DRYL,238
DZIAŁEK,238
DZIEMIDOWICZ,238
FALARZ,238
FIRA,238
GARBALA,238
JAŚNIEWICZ,238
KATRA,238
KLIMZA,238
KURZEPA,238
LEMBICZ,238
LEWKOWSKI,238
LIPUT,238
ŁOPACIUK,238
ŁYSIEŃ,238
MAGDZIAREK,238
MĘCINA,238
MYKHALCHUK,238
ORZELSKI,238
PACUSZKA,238
PACZEŚ,238
PISKOZUB,238
PRUSS,238
RABSKI,238
RADAWIEC,238
SAŁAMACHA,238
SMOKOWSKI,238
STRAUS,238
SZKUTA,238
TOMKIEL,238
TOROŃCZAK,238
TRAFAS,238
TYSZECKI,238
WICHERT,238
WOŁEJKO,238
ZAKOŚCIELNY,238
ZEGAREK,238
BALCAREK,237
BARANOV,237
BARTUZI,237
BONIN,237
BRYG,237
CUDEK,237
CYCOŃ,237
DOBROVOLSKYI,237
DRATWIŃSKI,237
DYRKA,237
FAMUŁA,237
FUNK,237
GĘBCZYŃSKI,237
GONCERZ,237
GOSZKA,237
HUTEK,237
JASKÓŁOWSKI,237
JASZEK,237
JELITO,237
JONEK,237
KAWSKI,237
KEMPCZYŃSKI,237
KŁYŚ,237
KRZYSTANEK,237
KUKWA,237
KWARCIANY,237
LELIŃSKI,237
LEMIECH,237
ŁUCZKO,237
ŁUKASZCZUK,237
MACIEJA,237
MAGULSKI,237
MIELESZKO,237
MISTERSKI,237
NAWROTEK,237
NIEMCZYCKI,237
OSYPIUK,237
PIGŁOWSKI,237
POPA,237
POZIEMSKI,237
ROGUS,237
ROMEL,237
ROZKOSZ,237
RYCHLEWICZ,237
RYNGWELSKI,237
SZAŁECKI,237
SZTURO,237
ŚWIRK,237
TEODORCZUK,237
TULEJ,237
WAJMAN,237
WOJDAŁA,237
ZIEMIAN,237
ZWOLAN,237
ANIOŁKOWSKI,236
ANUSIEWICZ,236
BANKIEWICZ,236
BOCHRA,236
BRYTAN,236
CABAK,236
ĆWIOK,236
DZIEPAK,236
GARWOL,236
GNAŚ,236
HABEL,236
HARAS,236
HUNEK,236
JAKIELASZEK,236
JAKUĆ,236
JASIECKI,236
KATOLIK,236
KAWIORSKI,236
KIERUZEL,236
KLATT,236
KLEMENTOWSKI,236
KLEPKA,236
KOBER,236
KORZYCKI,236
KOSZUT,236
KRANZ,236
KRZEMIENIEWSKI,236
KUCABA,236
KUCZKO,236
KUPREWICZ,236
KUSAJ,236
LACKOWSKI,236
MAKSYMIAK,236
MIROTA,236
MOREL,236
MUCHARSKI,236
NOSIADEK,236
NOSKOWICZ,236
OBERSKI,236
OGRODNICZAK,236
OLENDEREK,236
PALUSZCZAK,236
PAŁOSZ,236
PAZUR,236
PIEPRZ,236
PLECH,236
PODLASZEWSKI,236
PRYCIAK,236
PYRCZAK,236
RADZIEJ,236
RECZYŃSKI,236
ROGUSZCZAK,236
ROMANÓW,236
ROSŁOŃ,236
SZMAJDZIŃSKI,236
ŚNIADECKI,236
ŚRAMA,236
TERESIŃSKI,236
TUMIDAJEWICZ,236
UBYCH,236
WANOT,236
WAROT,236
WIĘCKOWICZ,236
WILKIEWICZ,236
WYPASEK,236
BACZKOWSKI,235
BADACZEWSKI,235
BERNAD,235
BIELESZ,235
BIENIASZEWSKI,235
BLUKACZ,235
CHLASTA,235
CHODYNA,235
CWYL,235
DYKIEL,235
FABICH,235
FELDMAN,235
GLIWKA,235
GRZEBALSKI,235
HACZYK,235
JARZOMBEK,235
JONDERKO,235
KAZUBOWSKI,235
KIPER,235
KONDEK,235
KRĘT,235
KUNDZICZ,235
MUZALEWSKI,235
OBIREK,235
OCHOŃSKI,235
PAPIEWSKI,235
PAPLIŃSKI,235
PICZ,235
PŁOSZYŃSKI,235
RAJWA,235
RÓŻEWSKI,235
RÓŻNICKI,235
RZADKOSZ,235
RZYSKI,235
SKROBAŁA,235
STAFIEJ,235
STRZEMECKI,235
STRZEŻEK,235
ŚCIERSKI,235
TYLSKI,235
WAŚKOWIAK,235
WUJCZAK,235
ALBRYCHT,234
BEBAK,234
BLAJER,234
BŁESZYŃSKI,234
BRUSIŁO,234
BUKOWY,234
CIĄŻYŃSKI,234
CICHEWICZ,234
CIUĆKA,234
ĆWIKLIK,234
DADACZ,234
DETMER,234
DZIADOŃ,234
FERDYNUS,234
FIGIELA,234
GRUBECKI,234
GRUBSKI,234
GUGUŁA,234
JARACZEWSKI,234
KIERPIEC,234
KILIJAŃSKI,234
KOZIMOR,234
KOZUBOWSKI,234
LOTKO,234
ŁAGAN,234
ŁĘTOCHA,234
MACISZEWSKI,234
MAJZNER,234
MAKSYMENKO,234
MARTYŃSKI,234
MATYSZCZYK,234
MIDOR,234
MUSIELSKI,234
NIESIOŁOWSKI,234
ORAWSKI,234
ORZEŁOWSKI,234
OSTATEK,234
PAZURA,234
POLIAKOV,234
RADOJEWSKI,234
ROZMYSŁOWSKI,234
RYBCZAK,234
SARAMAK,234
SHULHA,234
SPYT,234
STRACHOTA,234
ŚWIĄTONIOWSKI,234
TOMANA,234
TRUSZ,234
WILISOWSKI,234
WOJTANEK,234
WYLEŻOŁ,234
ZYŚKO,234
ALBECKI,233
ANKLEWICZ,233
BROSZKO,233
BURKACKI,233
CHERNENKO,233
CHODOWIEC,233
CHRAPKIEWICZ,233
CHUMAK,233
CZERNIA,233
ĆWIELĄG,233
DULIAN,233
FITUCH,233
FOKT,233
GURTOWSKI,233
KADŁUCZKA,233
KAMINSKYI,233
KISIAŁA,233
KRASNOPOLSKI,233
LEDER,233
ŁAZAR,233
ŁUCIUK,233
ŁUKIEWICZ,233
MAGDOŃ,233
MAJOCH,233
MATAK,233
MIŚTAL,233
OLENDZKI,233
OSTAPENKO,233
PANIC,233
PIENTKA,233
PIESIAK,233
PONIEWAŻ,233
POTULSKI,233
PUSZKA,233
PUZIK,233
RADZIAK,233
RECŁAW,233
ROCKI,233
RUDAŚ,233
RZESZOT,233
SALOMON,233
SEKŚCIŃSKI,233
SOBOCKI,233
SOLOVIOV,233
SOSULSKI,233
SZASTAK,233
SZPARAGA,233
SZYDLAK,233
TRYTEK,233
TYCZKOWSKI,233
WANDTKE,233
WESELAK,233
WOJTKÓW,233
WÓDKOWSKI,233
WRÓBLEWICZ,233
WULCZYŃSKI,233
WYDMAŃSKI,233
BEDA,232
BRATKO,232
CHEŁKOWSKI,232
CYLKA,232
CZAPOR,232
CZARNUCH,232
DOBIESZ,232
DUCZYŃSKI,232
DURAJCZYK,232
DUSZEŃKO,232
ETMAŃSKI,232
FILO,232
GORLEWSKI,232
GRAMS,232
HALINIAK,232
HERTEL,232
JĘDRYSEK,232
JUDZIŃSKI,232
KAWALER,232
KIEŁBOWSKI,232
KIŃSKI,232
KIT,232
KLEDZIK,232
LEGIEĆ,232
MACHEL,232
MAŁYJUREK,232
MEIER,232
MELKOWSKI,232
NAGADOWSKI,232
NOGALA,232
NOSOWSKI,232
OTLEWSKI,232
PAŁDYNA,232
PĘDZIŃSKI,232
PORCZYK,232
POŻYCZKA,232
RACIS,232
RESZEL,232
RINK,232
RUBIK,232
RZEPNIEWSKI,232
SAJAK,232
SERBA,232
SKÓRNICKI,232
SKRZECZYŃSKI,232
STĘŻYCKI,232
STOLARCZUK,232
STYKOWSKI,232
SULKA,232
SZACHTA,232
SZCZURKO,232
SZECÓWKA,232
ŚWIERZ,232
WICHLIŃSKI,232
WOŚKOWIAK,232
WRYCZA,232
ZGANIACZ,232
ZIACH,232
BALCERZYK,231
BAŚCIK,231
BOCK,231
BORGOSZ,231
BUDYNEK,231
CEMBRZYŃSKI,231
CYMBALISTA,231
DAVYDENKO,231
DOMAROS,231
DUDZICZ,231
DZIERLA,231
FIRLA,231
FIRMANTY,231
GARBICZ,231
GNATEK,231
GODZIEK,231
GRANICA,231
GWOŹDZIK,231
HARMATA,231
ISLAM,231
JANULEWICZ,231
JOCHEMCZYK,231
KERNER,231
KIECZKA,231
KLAJN,231
KLOZA,231
KOKOWICZ,231
KOPTA,231
KRZEŚLAK,231
KUSZCZAK,231
LEWARTOWSKI,231
MANCEWICZ,231
MARECIK,231
MATERNOWSKI,231
MEJZA,231
MITKO,231
NERKOWSKI,231
PACIEJ,231
PARYŻ,231
PETELSKI,231
PIERZGALSKI,231
PŁOTEK,231
POMASKI,231
POTORSKI,231
PURCZYŃSKI,231
SKÓRZYŃSKI,231
STAROSTECKI,231
STYKA,231
SZAFRON,231
TOMICA,231
WIKIEŁ,231
WŁUDYKA,231
WROTNIAK,231
ZATYKA,231
ZDUŃCZUK,231
ZIEMIANIN,231
ZIEMKOWSKI,231
ANDROSIUK,230
BAGAN,230
BARYLAK,230
BŁOCHOWIAK,230
BORAL,230
CIURAJ,230
CYBA,230
CZAKON,230
DERBICH,230
DORYNEK,230
FRANZ,230
GAJER,230
GAJEWICZ,230
GIBOWSKI,230
HALEK,230
HRYŃ,230
JAKSIK,230
JENDRZEJCZAK,230
KACPURA,230
KANECKI,230
KARWAŃSKI,230
KAZIENKO,230
KIMLA,230
KISIOŁEK,230
KŁOPOTEK,230
KOLANKIEWICZ,230
KREJA,230
KROGULSKI,230
KUPRACZ,230
KURUC,230
ŁEPECKI,230
MANELSKI,230
MASIUK,230
MĄCZEWSKI,230
MILARSKI,230
MIŚTAK,230
MROZICKI,230
OĆWIEJA,230
ONAK,230
PAJESTKA,230
PAWLISZAK,230
ROPELEWSKI,230
ROZWAŁKA,230
RUSS,230
SARWA,230
SKITEK,230
STRĘKOWSKI,230
SYCZEWSKI,230
SZAJNOWSKI,230
SZOSTAKOWSKI,230
SZYMACHA,230
ŚLEDZIONA,230
TARASIŃSKI,230
WALUGA,230
WIĘSYK,230
WYDRO,230
WYŻGA,230
ZAZULA,230
ZEMSTA,230
BALCERSKI,229
BAŁAGA,229
BĄBKA,229
BRONDER,229
CHMAJ,229
CHOCHOŁEK,229
CNOTA,229
COFAŁA,229
CZOCH,229
DANAJ,229
DOLOT,229
DURMAJ,229
FARYS,229
FELIS,229
FLORIAŃCZYK,229
GAJDAMOWICZ,229
GAWINEK,229
HAJTO,229
HATALA,229
HERBUŚ,229
JARMOLIŃSKI,229
JASIURKOWSKI,229
KAWIK,229
KLICKI,229
KLUCZKOWSKI,229
KORNIIENKO,229
KUCIĘBA,229
KWAŚNICA,229
LEŃCZOWSKI,229
ŁOSKOT,229
MALLEK,229
MELNYCHENKO,229
MIJALSKI,229
MOSIONEK,229
NIEDOJADŁO,229
PARYLAK,229
PETERS,229
PILIS,229
PISARKIEWICZ,229
PORA,229
PRANDZIOCH,229
RAUS,229
RUDKO,229
RYMKIEWICZ,229
STANGRECIAK,229
STAWARCZYK,229
SZKURŁAT,229
ŚNIADACH,229
TRZYBIŃSKI,229
WODYK,229
ZAMOROWSKI,229
ZOWCZAK,229
AMBROZIEWICZ,228
BIELAWNY,228
BRACISZEWSKI,228
BRZANA,228
BUCHOWIECKI,228
CHLEBOSZ,228
CIARA,228
CIBIS,228
CICHACKI,228
COHEN,228
CZĄSTKA,228
DAŚKO,228
DEKOWSKI,228
GLINA,228
GŁOWINKOWSKI,228
GRAJKO,228
IZYDOREK,228
JOJKO,228
KARKULA,228
KLEJ,228
KOĆ,228
KOPYDŁOWSKI,228
KOSKA,228
KOŹMA,228
KROPACZ,228
ŁABIŃSKI,228
MODRAK,228
NAGUSZEWSKI,228
OLSZOK,228
PADYKUŁA,228
PARCHAŃSKI,228
PŁASZCZYK,228
PŁOCHA,228
ROCZEK,228
RYCYK,228
SASAL,228
SAWIAK,228
SEBZDA,228
STAWNY,228
SZALATY,228
TELENGA,228
TRUSIAK,228
ZALISZ,228
ZNYK,228
BALCEROWICZ,227
BORYŚ,227
BROLA,227
CYGANOWSKI,227
CZEKIERDA,227
DALEKI,227
DYŚKO,227
DZIADUCH,227
GARNEK,227
GAWĘDZKI,227
GIELEC,227
GIELNIAK,227
GODAWA,227
GORAUS,227
GRYCZAN,227
GURUNG,227
HERASYMENKO,227
HORDIIENKO,227
HRYCAJ,227
JACHYMIAK,227
JAROTA,227
JĄDER,227
KRAKOWIECKI,227
LEONARCZYK,227
LIDWIN,227
LIPTAK,227
MOSZKOWICZ,227
OPIŁKA,227
PARCHETA,227
PATAN,227
PLESKACZ,227
PORZUCZEK,227
PROCHOTA,227
PRZYWOŹNY,227
REDLIŃSKI,227
RUDYI,227
RZĄŻEWSKI,227
SAŁKOWSKI,227
SEREDYN,227
STARCZYK,227
STRUPIECHOWSKI,227
ŚMIAŁOWSKI,227
ŚREDNIAWA,227
TUKAJ,227
TYMICKI,227
WDOWSKI,227
WDZIĘCZNY,227
ZALESIŃSKI,227
BABRAJ,226
BAŁDOWSKI,226
BUCHAŁA,226
BUJNAROWSKI,226
CHUDYK,226
CZERNIEWICZ,226
DOBRODZIEJ,226
DUŹNIAK,226
DZIADOWIEC,226
EWIAK,226
FENGLER,226
FIAŁEK,226
FIERKA,226
FREDA,226
JANYGA,226
JAŚNIAK,226
KANIAK,226
KLAR,226
KLEPADŁO,226
KLIMALA,226
KORPOWSKI,226
KOZARZEWSKI,226
KUSZTELAK,226
KUŹMIAK,226
KWIATOSZ,226
ŁUCKA,226
MOCZEK,226
MOSIO,226
NIKONIUK,226
ODZIMEK,226
OPRZĄDEK,226
PORZYCKI,226
POSIADAŁA,226
RZETELSKI,226
STASIUKIEWICZ,226
STROJECKI,226
TALACHA,226
TERECH,226
WARDOWSKI,226
WILKOŁEK,226
WÓJKOWSKI,226
ZGUTKA,226
BETCHER,225
BIERYT,225
BILAN,225
BŁĄD,225
BOCH,225
BOCIAŃSKI,225
BRAŚ,225
BUNDYRA,225
BUZAŁA,225
CHAŁUPCZAK,225
CHROBOCIŃSKI,225
CIERPIKOWSKI,225
DARNOWSKI,225
DOLSKI,225
DRAGUN,225
FEDORCHUK,225
FIBICH,225
FONFARA,225
GASZYŃSKI,225
GRZEGORZ,225
GWARDYS,225
HAJKOWSKI,225
HUBA,225
JASZTAL,225
JUSZCZYSZYN,225
KALIŚ,225
KISTER,225
KLAPA,225
KLATA,225
KOSIEWICZ,225
KÜHN,225
LERKA,225
LIGAJ,225
LUZAR,225
MIŁASZEWSKI,225
OBROŚLAK,225
ODACHOWSKI,225
OPAŁA,225
PANUFNIK,225
PETRYSZYN,225
PIECZKOWSKI,225
PIOTR,225
PRZYTOCKI,225
PRZYWECKI,225
PURWIN,225
RACZKO,225
RADGOWSKI,225
RAUBO,225
RĄCZKIEWICZ,225
REMBIASZ,225
SCHODOWSKI,225
SMAGIEŁ,225
STEFANISZYN,225
STETSIUK,225
SZCZODRY,225
SZEJNA,225
SZRETER,225
SZTYBER,225
ŚCISŁO,225
TRYK,225
WOJCIUCH,225
WOŹNICZAK,225
WRAŻEŃ,225
ZBOCH,225
ADASZEWSKI,224
BARBACHOWSKI,224
BIBER,224
BIERNACZYK,224
CETNAR,224
CHRÓSZCZ,224
CIECIELĄG,224
CZAPLEJEWICZ,224
DUNAT,224
DURASIEWICZ,224
ERNEST,224
GRĄCZEWSKI,224
JACASZEK,224
JAKIMIEC,224
JERZYKOWSKI,224
JEZIAK,224
KARPAŁA,224
KONOPELSKI,224
KOZIAR,224
KSIĄDZ,224
KUBSIK,224
KUĆMA,224
KUZNIETSOV,224
ŁOBEJKO,224
MANICKI,224
MATEŃKA,224
MATVIIENKO,224
MROZEWSKI,224
NAJDUCH,224
OSTROVSKYI,224
OSTRÓWKA,224
PIECHULA,224
PIONK,224
RABSZTYN,224
RESZKOWSKI,224
RITTER,224
SCHILLER,224
SMAGOWSKI,224
SPOSÓB,224
SZAFLIK,224
TAMIOŁA,224
TOŁPA,224
TUROS,224
TYRNA,224
WIECHECKI,224
ZYBERT,224
ŻELEK,224
ŻYRA,224
BAKAJ,223
BĄKOWICZ,223
BEGIER,223
BĘDZIŃSKI,223
BRUDZ,223
CEMPEL,223
CHILICKI,223
CHMIELIK,223
CHODORSKI,223
CIEĆKA,223
DRAPIŃSKI,223
DULKO,223
DYCZEWSKI,223
DZIÓBEK,223
FEDORCZUK,223
FIKS,223
FOREMNY,223
FRĄCEK,223
GIŁKA,223
GRADZIŃSKI,223
HASIK,223
HERING,223
HORDEJUK,223
KAFARA,223
KAMODA,223
KLEPCZAREK,223
KLUNDER,223
KOENIG,223
KOKOSZKIEWICZ,223
KOLIS,223
KORPIK,223
KOWALICKI,223
KRZYŻOSIAK,223
KUCHNIO,223
LISZKIEWICZ,223
ŁOSIK,223
MARZYŃSKI,223
MELA,223
MIKITIUK,223
MUSIATOWICZ,223
MYŚLIWY,223
OJCZYK,223
OMELCHENKO,223
ONYSZKO,223
POWAGA,223
ROMANCHUK,223
RONOWSKI,223
RUBASZEWSKI,223
RYTYCH,223
STASZKÓW,223
STYPIŃSKI,223
SZKIŁĄDŹ,223
SZYNSZECKI,223
TENDERA,223
TULIN,223
ULRICH,223
WANKIEWICZ,223
ZBUCKI,223
ZIĘBICKI,223
ŻÓŁTY,223
BIAZIK,222
BONKOWSKI,222
BRASZKA,222
BUJAKIEWICZ,222
CHORĄGWICKI,222
CIEPŁOWSKI,222
CUDNIK,222
DZIARSKI,222
FEDER,222
FIRLUS,222
FORYSTEK,222
GAŁADYK,222
GIERMEK,222
GNIEWKOWSKI,222
HOPA,222
JAWOROWICZ,222
JEZIORO,222
KOCIĘDA,222
KONIUSZEWSKI,222
KOPICKI,222
KORYCIAK,222
KUROŚ,222
LALEWICZ,222
LAZAROWICZ,222
ŁUĆ,222
MATAN,222
MIĄZEK,222
MICHOWSKI,222
MRUGACZ,222
NIEMCZURA,222
ORZŁOWSKI,222
PALKOWSKI,222
PHAN,222
POLEWIAK,222
POLONIS,222
POŹDZIK,222
PRĘDOTA,222
PSTRĄG,222
PSUJEK,222
PYZEL,222
RAJEWICZ,222
ROLSKI,222
SMYCZ,222
SMYREK,222
SOBUCKI,222
SOKOLIK,222
SPRYSAK,222
STEMPKOWSKI,222
STYPCZYŃSKI,222
SZCZYPA,222
SZYSZ,222
ŚLIWAKOWSKI,222
TRUSKOLASKI,222
WALESIAK,222
WĘGLARCZYK,222
WIESZCZEK,222
ZADOROZHNYI,222
ZALEWA,222
ZDRADA,222
ZHUKOV,222
ŻURAWIŃSKI,222
BADZIĄG,221
BALAWAJDER,221
BEYER,221
BORCZYŃSKI,221
BRELA,221
BUKOWIŃSKI,221
BUŁKOWSKI,221
CZOPOR,221
GABRYELSKI,221
GADAJ,221
GĘDEK,221
GNIEDZIEJKO,221
GUMUŁKA,221
HEJNOWSKI,221
HOLOVKO,221
IDZIASZEK,221
KINA,221
KŁAPTOCZ,221
KOŁOS,221
KOMAJDA,221
KOSOŃ,221
KYĆ,221
LUTRZYKOWSKI,221
ŁADOSZ,221
ŁUCZYSZYN,221
MACHAŁOWSKI,221
MORDAKA,221
NAWIEŚNIAK,221
NAZAROV,221
NAZIM,221
ONYSZKIEWICZ,221
PALCZAK,221
PELIKAN,221
PIERWOŁA,221
PILNY,221
RACHTAN,221
RECLIK,221
SALIK,221
SARGA,221
SIEMIEŃSKI,221
SUGALSKI,221
SYJUD,221
SYROCKI,221
SZCZĄCHOR,221
SZCZUTKOWSKI,221
SZWEDEK,221
ŚMIERTKA,221
TETZLAFF,221
TRUŚ,221
UCHACZ,221
WARTACZ,221
WASIELA,221
WENDLAND,221
WIKLIŃSKI,221
WŁODARKIEWICZ,221
WOLTER,221
ZAPŁATA,221
ZARADZKI,221
ŻEJMO,221
ARNOLD,220
BARTELIK,220
BERLIK,220
BINDAS,220
BOCHIŃSKI,220
BRODZKI,220
BUCHCIK,220
BUJOCZEK,220
CHLEBOWICZ,220
CHOMCZYK,220
CHOROSZEWSKI,220
CZEPCZOR,220
CZOSNEK,220
DĄBROWIECKI,220
DOLNIAK,220
DUBIELA,220
FIŁONOWICZ,220
GAŁGAN,220
GAWIOR,220
GOTOWAŁA,220
GRELEWICZ,220
IGNACZEWSKI,220
JARA,220
KIERAS,220
KOLARSKI,220
KOSIÓR,220
KROMSKI,220
KULEWICZ,220
KUPIECKI,220
LADRA,220
LARA,220
LATOCH,220
LIPECKI,220
MACUDA,220
MALEJKA,220
MATYJEWICZ,220
MIELCARSKI,220
MOSLER,220
MOSTOWIK,220
MŚCISZ,220
OSZCZĘDA,220
PATRZYK,220
PODHORODECKI,220
SKIBOWSKI,220
STABRAWA,220
STANIECKI,220
STELMASZEK,220
STERCZEWSKI,220
STYSIAK,220
SUROWIAK,220
SZCZYTOWSKI,220
SZEGDA,220
SZYJKOWSKI,220
ŚWICA,220
TARWACKI,220
TOMSKI,220
TRZASKALSKI,220
TURKOT,220
WISZNIOWSKI,220
WYWROT,220
ŻELEZIK,220
ANDRULEWICZ,219
ANTONOV,219
BACHÓRZ,219
BAŁABUCH,219
BARSZCZYK,219
BARTOŁD,219
BŁOTNICKI,219
BYLEWSKI,219
BZURA,219
CHAMOT,219
CHYBIŃSKI,219
CISKI,219
CZECZKO,219
DAŃDA,219
DZIEMBA,219
DZIEMIAN,219
GBUREK,219
GŁOWANIA,219
GÓRCZEWSKI,219
GURSKI,219
GUZEWICZ,219
JANICZAK,219
KARNIA,219
KAZAŁA,219
KOCAN,219
KOSMA,219
KRZYWIEC,219
KUSZA,219
LESSNAU,219
LIASHENKO,219
LUBOŃ,219
ŁAGA,219
MACIEJASZ,219
MATHEA,219
MENDREK,219
MILCZEWSKI,219
MYCKA,219
NORKOWSKI,219
OBIDOWSKI,219
OKTABA,219
OLEJARSKI,219
OŚCIŁOWSKI,219
PATERKA,219
PISKUŁA,219
RAJKIEWICZ,219
ROLEWSKI,219
ROSZCZAK,219
SOWADA,219
SPERA,219
STACEWICZ,219
STANIOS,219
STASICKI,219
STRÓŻAK,219
SZMAŃDA,219
SZWAJKA,219
ŚLEPECKI,219
TENDERENDA,219
TESSMER,219
TREPKOWSKI,219
TROJNACKI,219
VOGEL,219
WARCHOLIŃSKI,219
WOŁCZAŃSKI,219
WYŻGOŁ,219
ŻYTKIEWICZ,219
ARAK,218
BACHURSKI,218
BOKUNIEWICZ,218
BRODALA,218
BRYGIER,218
BRZYCKI,218
BUL,218
BZOWY,218
CHOLEWICKI,218
CHRÓŚCICKI,218
GIENIEC,218
GIERADA,218
JASKUŁOWSKI,218
JERZYŃSKI,218
KALISIEWICZ,218
KITKA,218
KOCZERA,218
KOŁTOWSKI,218
KONIKOWSKI,218
KONKOLEWSKI,218
KORYCZAN,218
KOSTYŁA,218
KOŚCIECHA,218
KOŻYCZKOWSKI,218
KROMKA,218
LUDWA,218
ŁUKASIŃSKI,218
MACHELSKI,218
MAMCZUR,218
MASIAREK,218
MIŁOWSKI,218
MÓŁKA,218
MROSZCZYK,218
NAROJCZYK,218
PAK,218
PATEJUK,218
PAWLISZ,218
PĄK,218
